row_id,user_email,user_full_name,user_phone,user_city,user_status,blood_type,donor_level,last_donation_date,preferred_channel,campaign_name,campaign_city,campaign_start_date,campaign_end_date,appointment_scheduled_at,appointment_status,appointment_location,notification_channel,notification_message,notification_status,notification_sent_at,ticket_id,ticket_subject,ticket_category,ticket_priority,ticket_status,ticket_tag_1,ticket_tag_2,ticket_tag_3,event_type,event_at,message_author_type,message_author_name,message_body,attachment_url,related_type,related_ref
63,user066@mail.com,Andres Arias,3474367136,Itagui,ACTIVE,B+,GOLD,2025-11-15,WHATSAPP,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000030,Me aparece mi cuenta duplicada,CAMPAIGNS,P3,OPEN,email,,,TICKET_MESSAGE,2026-02-11 13:06:00,AGENT,Support Juan,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000026
64,user168@mail.com,Julian Mejia,3886805891,Medellin,ACTIVE,B-,BRONZE,2026-02-13,SMS,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000070,El SMS falló,ACCOUNT,P1,OPEN,duplicate,,,TICKET_CREATED,2026-02-19 21:14:00,USER,Julian Mejia,"Hola, necesito ayuda con esto.",,APPOINTMENT,APPT-000163
65,user014@mail.com,Santiago Navarro,3667010651,Bogota,ACTIVE,A-,GOLD,2025-12-24,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000083,El SMS falló,OTHER,P3,OPEN,email,failed,,TICKET_MESSAGE,2026-02-10 22:10:00,AGENT,Support Maria,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000444
66,user104@mail.com,Paula Navarro,3405153195,Bogota,ACTIVE,B-,GOLD,2025-11-26,SMS,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000082,No veo la campaña en mi ciudad,OTHER,P1,OPEN,ui,timezone,,TICKET_MESSAGE,2026-02-17 16:59:00,USER,Paula Navarro,"Gracias, quedo atento.",,NOTIFICATION,NOTIF-000254
67,user086@mail.com,Julian Arias,3226838851,Sabaneta,ACTIVE,AB+,BRONZE,2025-12-27,WHATSAPP,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000099,Problema con verificación de correo,OTHER,P1,OPEN,duplicate,,,TICKET_MESSAGE,2026-02-19 02:30:00,AGENT,Support Juan,¿Puedes confirmar tu número/correo?,,APPOINTMENT,APPT-000386
68,user066@mail.com,Andres Arias,3474367136,Itagui,ACTIVE,B+,GOLD,2025-11-15,WHATSAPP,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000064,No veo la campaña en mi ciudad,CAMPAIGNS,P4,OPEN,failed,bug,duplicate,TICKET_MESSAGE,2026-02-10 19:28:00,USER,Andres Arias,Adjunto evidencia.,,APPOINTMENT,APPT-000372
69,user103@mail.com,Daniel Vargas,3962185188,Itagui,ACTIVE,AB+,SILVER,2025-09-12,SMS,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000049,No puedo reprogramar mi cita,OTHER,P1,OPEN,provider,,,TICKET_CREATED,2026-02-10 10:55:00,USER,Daniel Vargas,¿Me pueden confirmar si está bien?,,NOTIFICATION,NOTIF-000225
70,user004@mail.com,Valentina Diaz,3034131647,Bello,ACTIVE,A+,SILVER,2025-11-30,WHATSAPP,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000005,No veo la campaña en mi ciudad,ACCOUNT,P2,OPEN,email,verification,sms,TICKET_CREATED,2026-02-16 13:11:00,USER,Valentina Diaz,"Hola, necesito ayuda con esto.",,NOTIFICATION,NOTIF-000188
71,user104@mail.com,Paula Navarro,3405153195,Bogota,ACTIVE,B-,GOLD,2025-11-26,SMS,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000098,No me llegó el recordatorio,ACCOUNT,P4,RESOLVED,duplicate,reminder,email,TICKET_STATUS_CHANGED,2026-02-18 11:48:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000198
72,user086@mail.com,Julian Arias,3226838851,Sabaneta,ACTIVE,AB+,BRONZE,2025-12-27,WHATSAPP,Reto Vida 2026 - Medellin,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000099,Problema con verificación de correo,OTHER,P1,OPEN,whatsapp,sms,,TICKET_MESSAGE,2026-02-18 21:24:00,AGENT,Support Juan,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000386
73,user130@mail.com,Andres Diaz,3574733848,Bello,ACTIVE,A+,BRONZE,2026-02-05,SMS,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000047,No puedo reprogramar mi cita,APPOINTMENTS,P1,OPEN,reschedule,ui,,TICKET_MESSAGE,2026-02-17 11:40:00,AGENT,Support Andres,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000462
74,user062@mail.com,Sara Rojas,3262174596,Bello,ACTIVE,B-,GOLD,2026-01-15,EMAIL,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000091,Me aparece mi cuenta duplicada,CAMPAIGNS,P1,OPEN,whatsapp,timezone,,TICKET_CREATED,2026-02-19 19:48:00,USER,Sara Rojas,¿Me pueden confirmar si está bien?,,NOTIFICATION,NOTIF-000274
75,user052@mail.com,Sara Diaz,3349361832,Envigado,ACTIVE,O-,BRONZE,2025-10-13,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000067,El SMS falló,APPOINTMENTS,P1,OPEN,reminder,,,TICKET_MESSAGE,2026-02-17 12:15:00,USER,Sara Diaz,"Sigue igual, no me deja.",,APPOINTMENT,APPT-000125
76,user133@mail.com,Paula Bernal,3240049915,Envigado,INACTIVE,AB-,BRONZE,2026-01-08,EMAIL,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000063,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,OPEN,provider,email,,TICKET_MESSAGE,2026-02-16 13:46:00,USER,Paula Bernal,"Gracias, quedo atento.",https://example.local/att/evidence.png,APPOINTMENT,APPT-000099
77,user144@mail.com,Sara Vargas,3830284395,Itagui,ACTIVE,A-,SILVER,2025-10-07,SMS,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000054,No puedo reprogramar mi cita,CAMPAIGNS,P1,OPEN,timezone,duplicate,,TICKET_MESSAGE,2026-02-19 20:32:00,USER,Sara Vargas,"Gracias, quedo atento.",https://example.local/att/evidence.png,APPOINTMENT,APPT-000111
78,user046@mail.com,Andres Castro,3313518233,Bello,INACTIVE,B+,GOLD,2026-01-29,SMS,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000062,Problema con verificación de correo,APPOINTMENTS,P1,IN_PROGRESS,sms,failed,timezone,TICKET_STATUS_CHANGED,2026-02-10 22:10:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000051
79,user104@mail.com,Paula Navarro,3405153195,Bogota,ACTIVE,B-,GOLD,2025-11-26,SMS,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000082,No veo la campaña en mi ciudad,OTHER,P1,IN_PROGRESS,whatsapp,reschedule,,TICKET_STATUS_CHANGED,2026-02-17 20:52:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000254
80,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000066,No puedo actualizar mis datos,OTHER,P1,OPEN,whatsapp,failed,email,TICKET_MESSAGE,2026-02-19 15:40:00,USER,Sofia Bernal,"Sigue igual, no me deja.",,NOTIFICATION,NOTIF-000149
81,user099@mail.com,Carolina Torres,3412478261,Bogota,INACTIVE,B-,BRONZE,2025-12-16,WHATSAPP,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000073,No me llegó el recordatorio,CAMPAIGNS,P4,OPEN,email,,,TICKET_MESSAGE,2026-02-16 20:50:00,USER,Carolina Torres,Adjunto evidencia.,,APPOINTMENT,APPT-000172
82,user116@mail.com,Maria Moreno,3498182992,Bogota,ACTIVE,O+,BRONZE,2025-09-21,WHATSAPP,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000035,Problema con verificación de correo,OTHER,P2,OPEN,bug,,,TICKET_CREATED,2026-02-18 17:02:00,USER,Maria Moreno,No me funciona desde ayer.,https://example.local/att/screenshot.png,APPOINTMENT,APPT-000272
83,user134@mail.com,Maria Ramirez,3152742054,Itagui,ACTIVE,A+,GOLD,2026-02-11,EMAIL,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000059,Me aparece mi cuenta duplicada,CAMPAIGNS,P4,CLOSED,whatsapp,timezone,reschedule,TICKET_STATUS_CHANGED,2026-02-17 20:59:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,NOTIFICATION,NOTIF-000082
84,user112@mail.com,Sara Gomez,3715518844,Bogota,ACTIVE,B-,GOLD,2025-10-28,WHATSAPP,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000097,No me llegó el recordatorio,OTHER,P2,OPEN,email,duplicate,,TICKET_MESSAGE,2026-02-11 01:02:00,USER,Sara Gomez,"Gracias, quedo atento.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000023
85,user116@mail.com,Maria Moreno,3498182992,Bogota,ACTIVE,O+,BRONZE,2025-09-21,WHATSAPP,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000036,Me aparece mi cuenta duplicada,APPOINTMENTS,P4,OPEN,provider,reminder,duplicate,TICKET_CREATED,2026-02-18 17:12:00,USER,Maria Moreno,Tengo un problema y no sé qué pasó.,,NOTIFICATION,NOTIF-000365
86,user085@mail.com,Julian Herrera,3036900343,Bogota,ACTIVE,B+,SILVER,2025-10-01,WHATSAPP,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000012,No me llegó el recordatorio,NOTIFICATIONS,P4,OPEN,email,,,TICKET_MESSAGE,2026-02-15 07:56:00,AGENT,Support Maria,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000294
87,user133@mail.com,Paula Bernal,3240049915,Envigado,INACTIVE,AB-,BRONZE,2026-01-08,EMAIL,Reto Vida 2026 - Medellin,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000063,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,OPEN,sms,email,,TICKET_MESSAGE,2026-02-16 12:37:00,AGENT,Support Maria,¿Puedes confirmar tu número/correo?,,APPOINTMENT,APPT-000099
88,user008@mail.com,Laura Mejia,3697848018,Envigado,ACTIVE,O-,SILVER,2025-12-21,WHATSAPP,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000019,No puedo reprogramar mi cita,APPOINTMENTS,P4,OPEN,ui,bug,,TICKET_MESSAGE,2026-02-14 05:03:00,USER,Laura Mejia,"Gracias, quedo atento.",,APPOINTMENT,APPT-000052
89,user030@mail.com,Luisa Cortes,3773872148,Bello,ACTIVE,O-,BRONZE,2026-02-20,EMAIL,Jornada Salvadores de Vida,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000034,Error al confirmar cita,APPOINTMENTS,P1,IN_PROGRESS,duplicate,,,TICKET_STATUS_CHANGED,2026-02-17 16:19:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000425
90,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000006,El SMS falló,NOTIFICATIONS,P3,OPEN,access,ui,,TICKET_CREATED,2026-02-16 10:28:00,USER,Maria Navarro,"Hola, necesito ayuda con esto.",,APPOINTMENT,APPT-000080
91,user025@mail.com,Mateo Torres,3607337543,Bogota,ACTIVE,A-,SILVER,2025-11-24,EMAIL,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000003,El SMS falló,APPOINTMENTS,P4,OPEN,email,verification,sms,TICKET_MESSAGE,2026-02-12 23:43:00,AGENT,Support Maria,¿Puedes confirmar tu número/correo?,,APPOINTMENT,APPT-000304
92,user060@mail.com,Julian Moreno,3787558867,Envigado,ACTIVE,A-,GOLD,2025-12-08,WHATSAPP,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000014,No puedo actualizar mis datos,NOTIFICATIONS,P2,OPEN,whatsapp,reminder,ui,TICKET_CREATED,2026-02-19 14:54:00,USER,Julian Moreno,No me funciona desde ayer.,,NOTIFICATION,NOTIF-000274
93,user106@mail.com,Felipe Bernal,3403450541,Envigado,INACTIVE,AB+,GOLD,2025-12-22,EMAIL,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000051,Me aparece mi cuenta duplicada,OTHER,P1,OPEN,reminder,verification,timezone,TICKET_MESSAGE,2026-02-11 13:14:00,USER,Felipe Bernal,Adjunto evidencia.,https://example.local/att/evidence.png,APPOINTMENT,APPT-000148
94,user014@mail.com,Santiago Navarro,3667010651,Bogota,ACTIVE,A-,GOLD,2025-12-24,WHATSAPP,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000083,El SMS falló,OTHER,P3,OPEN,access,timezone,,TICKET_MESSAGE,2026-02-10 18:17:00,AGENT,Support Maria,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000444
95,user152@mail.com,Julian Cortes,3252287280,Itagui,ACTIVE,O-,GOLD,2025-09-13,WHATSAPP,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000031,No puedo reprogramar mi cita,OTHER,P4,IN_PROGRESS,ui,duplicate,timezone,TICKET_STATUS_CHANGED,2026-02-14 13:02:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000399
96,user048@mail.com,Sofia Bernal,3109477752,Medellin,ACTIVE,AB-,BRONZE,2025-09-17,EMAIL,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000053,Problema con verificación de correo,APPOINTMENTS,P3,OPEN,failed,verification,,TICKET_MESSAGE,2026-02-12 11:56:00,AGENT,Support Lina,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000188
97,user030@mail.com,Luisa Cortes,3773872148,Bello,ACTIVE,O-,BRONZE,2026-02-20,EMAIL,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000034,Error al confirmar cita,APPOINTMENTS,P1,OPEN,reminder,,,TICKET_MESSAGE,2026-02-17 15:16:00,USER,Luisa Cortes,"Sí, confirmo los datos.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000425
98,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000041,Error al confirmar cita,APPOINTMENTS,P3,OPEN,email,sms,whatsapp,TICKET_CREATED,2026-02-20 06:52:00,USER,Sofia Bernal,"Hola, necesito ayuda con esto.",,APPOINTMENT,APPT-000284
99,user008@mail.com,Laura Mejia,3697848018,Envigado,ACTIVE,O-,SILVER,2025-12-21,WHATSAPP,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000019,No puedo reprogramar mi cita,APPOINTMENTS,P4,OPEN,reminder,,,TICKET_CREATED,2026-02-14 02:24:00,USER,Laura Mejia,No me funciona desde ayer.,,APPOINTMENT,APPT-000052
100,user158@mail.com,Sofia Mejia,3142939685,Sabaneta,ACTIVE,O-,GOLD,2025-11-28,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000076,Error al confirmar cita,CAMPAIGNS,P1,OPEN,reminder,whatsapp,provider,TICKET_CREATED,2026-02-19 12:06:00,USER,Sofia Mejia,Tengo un problema y no sé qué pasó.,,NOTIFICATION,NOTIF-000287
101,user133@mail.com,Paula Bernal,3240049915,Envigado,INACTIVE,AB-,BRONZE,2026-01-08,EMAIL,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000045,Problema con verificación de correo,ACCOUNT,P3,OPEN,provider,failed,reminder,TICKET_MESSAGE,2026-02-17 05:28:00,AGENT,Support Andres,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000455
102,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000048,Me aparece mi cuenta duplicada,OTHER,P3,OPEN,timezone,,,TICKET_MESSAGE,2026-02-14 22:21:00,USER,Maria Navarro,"Sí, confirmo los datos.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000290
103,user052@mail.com,Sara Diaz,3349361832,Envigado,ACTIVE,O-,BRONZE,2025-10-13,EMAIL,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000067,El SMS falló,APPOINTMENTS,P1,OPEN,verification,whatsapp,,TICKET_MESSAGE,2026-02-17 11:02:00,AGENT,Support Lina,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000125
104,user086@mail.com,Julian Arias,3226838851,Sabaneta,ACTIVE,AB+,BRONZE,2025-12-27,WHATSAPP,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000099,Problema con verificación de correo,OTHER,P1,CLOSED,access,verification,,TICKET_STATUS_CHANGED,2026-02-19 06:03:00,SYSTEM,system,Status changed from OPEN to CLOSED,,APPOINTMENT,APPT-000386
105,user067@mail.com,Paula Castro,3090974395,Bogota,ACTIVE,B+,GOLD,2026-02-16,SMS,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000086,No me llegó el recordatorio,CAMPAIGNS,P2,OPEN,verification,failed,,TICKET_MESSAGE,2026-02-12 06:53:00,USER,Paula Castro,Adjunto evidencia.,,NOTIFICATION,NOTIF-000044
106,user165@mail.com,Luisa Mejia,3575692459,Bello,ACTIVE,AB-,SILVER,2025-10-16,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,SMS,"Gracias por donar, ¡salvaste vidas!",SENT,2026-02-14 06:47:00,,,,,,,,,NOTIFICATION_SENT,2026-02-14 06:47:00,,,,,NOTIFICATION,NOTIF-000203
107,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000006,El SMS falló,NOTIFICATIONS,P3,OPEN,duplicate,email,sms,TICKET_MESSAGE,2026-02-16 13:57:00,USER,Maria Navarro,"Sí, confirmo los datos.",https://example.local/att/evidence.png,APPOINTMENT,APPT-000080
108,user164@mail.com,Santiago Herrera,3715437993,Sabaneta,ACTIVE,A+,SILVER,2025-09-02,EMAIL,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000055,El SMS falló,CAMPAIGNS,P4,OPEN,email,,,TICKET_MESSAGE,2026-02-14 11:13:00,AGENT,Support Lina,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000083
109,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000056,No puedo reprogramar mi cita,APPOINTMENTS,P2,OPEN,duplicate,provider,ui,TICKET_MESSAGE,2026-02-17 23:33:00,USER,Daniel Torres,"Gracias, quedo atento.",,APPOINTMENT,APPT-000018
110,user136@mail.com,Andres Rojas,3453017426,Bello,ACTIVE,O-,GOLD,2025-11-15,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000028,No puedo actualizar mis datos,NOTIFICATIONS,P1,OPEN,sms,,,TICKET_MESSAGE,2026-02-20 08:56:00,AGENT,Support Juan,Gracias por reportarlo. Estoy revisando.,,APPOINTMENT,APPT-000356
111,user110@mail.com,Camilo Moreno,3755719285,Sabaneta,ACTIVE,B+,BRONZE,2025-09-30,WHATSAPP,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000075,No puedo reprogramar mi cita,ACCOUNT,P4,OPEN,whatsapp,sms,ui,TICKET_MESSAGE,2026-02-20 03:43:00,AGENT,Support Maria,Gracias por reportarlo. Estoy revisando.,,APPOINTMENT,APPT-000356
112,user010@mail.com,Luisa Bernal,3015430391,Medellin,INACTIVE,O-,GOLD,2025-10-03,WHATSAPP,Jornada Salvadores de Vida,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000072,No me llegó el recordatorio,CAMPAIGNS,P4,OPEN,whatsapp,email,,TICKET_MESSAGE,2026-02-16 15:01:00,AGENT,Support Maria,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000266
113,user164@mail.com,Santiago Herrera,3715437993,Sabaneta,ACTIVE,A+,SILVER,2025-09-02,EMAIL,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000055,El SMS falló,CAMPAIGNS,P4,OPEN,bug,whatsapp,,TICKET_MESSAGE,2026-02-14 11:26:00,USER,Santiago Herrera,"Sí, confirmo los datos.",https://example.local/att/evidence.png,APPOINTMENT,APPT-000083
114,user128@mail.com,Mateo Cortes,3858549733,Envigado,ACTIVE,A-,SILVER,2025-11-13,SMS,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000092,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,IN_PROGRESS,sms,,,TICKET_STATUS_CHANGED,2026-02-20 05:41:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000416
115,user003@mail.com,Laura Mejia,3155940781,Sabaneta,ACTIVE,B+,GOLD,2026-02-06,EMAIL,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000085,Error al confirmar cita,CAMPAIGNS,P4,OPEN,ui,whatsapp,failed,TICKET_MESSAGE,2026-02-19 15:27:00,AGENT,Support Andres,Voy a escalarlo al proveedor.,,NOTIFICATION,NOTIF-000181
116,user071@mail.com,Sara Herrera,3612004711,Bogota,ACTIVE,AB+,SILVER,2025-12-04,SMS,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000061,Problema con verificación de correo,NOTIFICATIONS,P2,IN_PROGRESS,access,provider,,TICKET_STATUS_CHANGED,2026-02-13 11:36:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000420
117,user014@mail.com,Santiago Navarro,3667010651,Bogota,ACTIVE,A-,GOLD,2025-12-24,WHATSAPP,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000083,El SMS falló,OTHER,P3,OPEN,reminder,,,TICKET_MESSAGE,2026-02-10 20:28:00,AGENT,Support Maria,Voy a escalarlo al proveedor.,,NOTIFICATION,NOTIF-000444
118,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000056,No puedo reprogramar mi cita,APPOINTMENTS,P2,OPEN,reschedule,access,,TICKET_MESSAGE,2026-02-18 04:29:00,AGENT,Support Andres,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000018
119,user136@mail.com,Andres Rojas,3453017426,Bello,ACTIVE,O-,GOLD,2025-11-15,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000028,No puedo actualizar mis datos,NOTIFICATIONS,P1,RESOLVED,sms,access,verification,TICKET_STATUS_CHANGED,2026-02-20 15:12:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000356
120,user112@mail.com,Sara Gomez,3715518844,Bogota,ACTIVE,B-,GOLD,2025-10-28,WHATSAPP,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000097,No me llegó el recordatorio,OTHER,P2,IN_PROGRESS,verification,email,,TICKET_STATUS_CHANGED,2026-02-11 01:10:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000023
121,user011@mail.com,Julian Gomez,3489638346,Bello,ACTIVE,AB-,GOLD,2025-12-25,WHATSAPP,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000044,El SMS falló,CAMPAIGNS,P2,OPEN,duplicate,,,TICKET_MESSAGE,2026-02-13 03:15:00,AGENT,Support Juan,"Ya validé el estado, te cuento:",,NOTIFICATION,NOTIF-000190
122,user048@mail.com,Sofia Bernal,3109477752,Medellin,ACTIVE,AB-,BRONZE,2025-09-17,EMAIL,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000053,Problema con verificación de correo,APPOINTMENTS,P3,OPEN,access,,,TICKET_MESSAGE,2026-02-12 15:07:00,USER,Sofia Bernal,"Gracias, quedo atento.",,NOTIFICATION,NOTIF-000188
123,user170@mail.com,Carolina Moreno,3507146112,Envigado,ACTIVE,B-,SILVER,2025-10-23,SMS,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000016,Error al confirmar cita,OTHER,P1,OPEN,duplicate,,,TICKET_CREATED,2026-02-11 21:15:00,USER,Carolina Moreno,No me funciona desde ayer.,,NOTIFICATION,NOTIF-000166
124,user085@mail.com,Julian Herrera,3036900343,Bogota,ACTIVE,B+,SILVER,2025-10-01,WHATSAPP,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000012,No me llegó el recordatorio,NOTIFICATIONS,P4,OPEN,access,verification,whatsapp,TICKET_CREATED,2026-02-15 06:16:00,USER,Julian Herrera,No me funciona desde ayer.,,APPOINTMENT,APPT-000294
125,user069@mail.com,Daniel Castro,3247451712,Bogota,INACTIVE,B-,BRONZE,2025-12-11,WHATSAPP,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000007,No veo la campaña en mi ciudad,NOTIFICATIONS,P3,OPEN,duplicate,ui,,TICKET_CREATED,2026-02-11 01:26:00,USER,Daniel Castro,"Hola, necesito ayuda con esto.",,NOTIFICATION,NOTIF-000269
